bigram	score	is-math-concept
hemispheric dome	10.88	0
single spot	10.88	0
denition clary	10.88	0
dome model	10.88	0
entire equator	10.88	0
track model	10.88	0
single case	10.88	0
dierent point	10.88	0
point dome	10.88	0
dome mode	10.88	0
sudden change	10.88	0
projection model	10.88	0
view p	10.88	0
model sphere	10.88	0
set l	10.88	0
representative v	10.88	0
form k	10.88	0
nonzero k.	10.88	1
incidence formula	10.88	1
space line	10.88	0
space plane	10.88	0
xed point	10.88	0
line result	10.88	0
unequal line	10.88	0
analytic geometry	10.88	0
right conclusion	10.88	0
analytic projective	10.88	0
vector solution	10.88	1
representative column	10.88	1
point o	10.88	0
corresponding vertex	10.88	0
euclidean gure	10.88	0
familiar image	10.88	0
projective gure	10.88	0
preliminary lemma	10.88	0
combination z0	10.88	0
z0 =	10.88	0
projective theorem	10.88	1
euclidean version	10.88	0
euclidean result	10.88	0
euclidean picture	10.88	0
small area	10.88	0
local property	10.88	0
global property	10.88	0
axis point	10.88	0
positive x	10.88	0
north pole	10.88	0
far side	10.88	0
full circuit	10.88	0
line form	10.88	0
axis stick	10.88	0
right handedness	10.88	0
xed property	10.88	0
orientable space	10.88	0
nontechnical reference	10.88	0
classic science	10.88	1
science ction	10.88	1
ction story	10.88	0
orientation reversal	10.88	0
analytic approach	10.88	0
quick theorem	10.88	1
synthetic approach	10.88	0
historical route	10.88	0
ne source	10.88	0
q3m3 =	10.88	0
ellipse project	10.88	0
equatorial part	10.88	0
antipodal modal	10.88	0
intersection u2	10.88	0
t0v0 line	10.88	0
prior topic	10.88	0
origin project	10.88	0
same spot	10.88	0
point p.	10.88	0
denition nonzero	10.88	1
scaling factor	10.88	1
possible representative	10.88	0
prior picture	10.88	0
theater screen	10.88	0
associate vector	10.88	1
grey line	10.88	0
screen plane	10.88	0
c +	10.88	0
graphic operation	10.88	1
+ tx	10.88	0
extra coordinate	10.88	0
tremendous speedup	10.88	0
half radian	10.88	0
target plane	10.88	0
x direction	10.88	0
entire shape	10.88	0
complex transformation	10.88	1
x component	10.88	1
major advantage	10.88	0
middle reect	10.88	0
complex eect	10.88	1
general ane	10.88	0
general projective	10.88	0
vast literature	10.88	0
excellent source	10.88	0
wonderful blend	10.88	0
rigid operation	10.88	0
obvious way	10.88	0
tall nonzero	10.88	1
z axis	10.88	0
above block	10.88	0
many polynomial	10.88	0
critical theorem	10.88	1
general context	10.88	0
pragmatic reason	10.88	0
delightful presentation	10.88	0
full development	10.88	0
equation degree(fg	10.88	1
division operation	10.88	0
remainder polynomial	10.88	0
nal clause	10.88	0
polynomial division	10.88	0
division statement	10.88	0
theorem divisor	10.88	1
divisor d(x	10.88	0
dividend p(x	10.88	0
corollary p(x	10.88	0
number coecient	10.88	1
coecient factor	10.88	1
same power	10.88	0
prime factorization	10.88	1
uniqueness clause	10.88	0
bi |	10.88	0
irreducible quadratic	10.88	0
second degree	10.88	1
polynomial x2	10.88	0
rst degree	10.88	1
complex coe-	10.88	1
cient factor	10.88	1
more bookkeeping	10.88	0
p2 p2	10.88	0
same matrix	10.88	1
pz =	10.88	0
similarity equation	10.88	1
only member	10.88	0
similarity relation	10.88	0
same representative	10.88	0
nontrivial similarity	10.88	0
similarity relationship	10.88	0
same similarity	10.88	0
polynomial cnxn	10.88	0
= cnsn	10.88	0
solid curve	10.88	0
previous work	10.88	0
crucial point	10.88	0
map n	10.88	1
representation vector	10.88	1
basis repe2,e2(t	10.88	0
solution b1	10.88	0
nonzero b1	10.88	1
streamlined way	10.88	0
basis use	10.88	0
dierent similarity	10.88	0
1 3	10.88	0
previous item	10.88	0
characteristic value	10.88	1
peculiar vector	10.88	1
trivial case	10.88	0
non-0 vector	10.88	1
homomorphism t	10.88	0
dimensional r(t	10.88	0
vector c	10.88	1
form c	10.88	0
matrix version	10.88	1
scalar eigenvalue	10.88	1
same eigenvector	10.88	1
representation dier	10.88	0
solution z	10.88	0
nontrivial subspace	10.88	0
v0 =	10.88	0
many eigenvector	10.88	1
eigenvector v1	10.88	1
= c11v1	10.88	0
vk+1 term	10.88	1
term vanishe	10.88	1
nal result	10.88	0
associated eigenvector	10.88	1
nontrivial v	10.88	0
integral eigenvalue	10.88	1
real eigenvalue	10.88	1
transformation map	10.88	1
simple kind	10.88	0
superscript power	10.88	0
power notation	10.88	0
function iteration	10.88	1
shift transformation	10.88	0
chain none	10.88	0
further property	10.88	0
subset containment	10.88	0
adjacent range	10.88	0
subsequent one	10.88	0
low dimension	10.88	0
later element	10.88	0
map d0	10.88	1
space shrink	10.88	0
steady state	10.88	0
th iterate	10.88	0
identity trans-	10.88	1
space stabilize	10.88	0
tj)s rise	10.88	0
nullity split	10.88	0
small power	10.88	0
other extreme	10.88	0
linear t	10.88	1
function t	10.88	1
bottom entry	10.88	0
e1 7e2	10.88	0
string depiction	10.88	1
function n2	10.88	1
tion t	10.88	0
such power	10.88	0
dierentiation map	10.88	1
vector basis	10.88	1
new matrix	10.88	1
tedious computation	10.88	0
p np1)4	10.88	0
sequence v	10.88	0
space c3	10.88	0
long string	10.88	1
most k.	10.88	0
tk1 map	10.88	1
associated string	10.88	1
ve basis	10.88	0
possible shape	10.88	0
r c	10.88	0
basis form	10.88	0
nal nonzero	10.88	1
= th1(1	10.88	0
space part	10.88	0
standard one	10.88	0
matrix calculation	10.88	1
second application	10.88	0
second iteration	10.88	0
vector map	10.88	1
shift operator	10.88	0
basis state	10.88	0
right multiplication	10.88	0
same index	10.88	1
proof base	10.88	1
restriction map	10.88	1
map representation	10.88	1
diagonal one	10.88	0
optional subsection	10.88	0
b case	10.88	0
member set	10.88	0
cn2 t	10.88	0
t n2	10.88	0
cntn +	10.88	0
vector e1	10.88	1
fourth degree	10.88	1
polynomial f	10.88	0
zero polynomial	10.88	1
least degree	10.88	1
equal degree	10.88	1
c4 t	10.88	0
force c1	10.88	0
equal map	10.88	1
equal matrix	10.88	1
full induction	10.88	0
linear term	10.88	1
unfactored version	10.88	1
x 1)q1(x	10.88	0
qi pi	10.88	0
rst proof	10.88	1
matrix drop	10.88	1
= cn1	10.88	0
cn1i =	10.88	0
+ cn1	10.88	0
right telescope	10.88	0
teristic polynomial	10.88	0
polynomial divide	10.88	0
qj pj	10.88	0
eigenvector v	10.88	1
polynomial function	10.88	1
matrix p(t	10.88	1
= m(t)(v	10.88	0
istic polynomial	10.88	0
direct calculation	10.88	0
subsection opening	10.88	0
domain map	10.88	1
t factor	10.88	1
nonzero matrix	10.88	1
converse hold	10.88	0
= p(t	10.88	0
t 3)2	10.88	0
canonical representation	10.88	0
only restriction	10.88	0
similarity computation	10.88	0
mation t	10.88	0
square block	10.88	0
subdiagonal entry	10.88	0
associated basis	10.88	0
eigenvalue matrix	10.88	1
middle one	10.88	0
diagonalizable case	10.88	0
eigenvalue i.	10.88	1
representative matrix	10.88	1
diagonalization example	10.88	0
eigenvalue leverage	10.88	1
full example	10.88	0
full compuation	10.88	0
t3 =	10.88	0
starting space	10.88	0
form representation	10.88	0
= nk	10.88	0
above diagram	10.88	0
= r(t	10.88	0
dimension rq	10.88	0
vector y1	10.88	1
bk,1wk,1 +	10.88	0
+ bk,1wk,1	10.88	0
+ crqyrq	10.88	0
bk,1wk,1 =	10.88	0
crqyrq =	10.88	0
specied order	10.88	0
more point	10.88	0
example basis	10.88	0
generalized null	10.88	0
unequal eigenvalue	10.88	1
exponent one	10.88	0
izable transformation	10.88	0
= b2	10.88	0
similar calculation	10.88	0
separate string	10.88	1
nullity ve	10.88	0
t invariance	10.88	0
reasonable ordering	10.88	1
degree j	10.88	1
j polynomial	10.88	0
invariant complement	10.88	0
dierentiation transformation	10.88	0
application matrix	10.88	1
great majority	10.88	0
t 2v	10.88	0
t kv	10.88	0
vector length	10.88	1
t 10v	10.88	0
implementation issue	10.88	0
second issue	10.88	0
generating number	10.88	1
large component	10.88	1
= v0/|v0|	10.88	0
t w2	10.88	0
dominant eigenvalue	10.88	1
eigenvalue settle	10.88	1
xed number	10.88	1
large length	10.88	0
case technique	10.88	0
other method	10.88	0
relevant eigenvector	10.88	1
blank line	10.88	0
full power	10.88	0
sophisticated method	10.88	0
reserve park	10.88	0
stable level	10.88	0
pn+1 =	10.88	0
equation vn+1	10.88	1
population p	10.88	0
total world	10.88	0
static population	10.88	0
steady growth	10.88	1
growth behavior	10.88	1
stable p	10.88	0
leaky park	10.88	0
park boundary	10.88	0
dynamic stability	10.88	0
external population	10.88	0
park growth	10.88	1
year span	10.88	0
canadian bird	10.88	0
% travel	10.88	0
constant population	10.88	0
web search	10.88	0
list page	10.88	0
page pi	10.88	0
many out	10.88	0
only link	10.88	0
algorithm inventor	10.88	0
user behavior	10.88	0
surfer visit	10.88	0
page p4	10.88	0
outbound link	10.88	0
importance ranking	10.88	0
rank number	10.88	1
= vector([1	10.88	1
fourth page	10.88	0
equal importance	10.88	0
third page	10.88	0
new page	10.88	0
various s.	10.88	0
commercial search	10.88	0
many renement	10.88	0
current source	10.88	0
combination g	10.88	0
certain man	10.88	0
new pair	10.88	0
second month	10.88	0
exponential growth	10.88	1
growth model	10.88	1
other simplifying	10.88	0
simplifying assumption	10.88	1
= f(n	10.88	0
dening equation	10.88	1
fast way	10.88	0
elementary model	10.88	0
population growth	10.88	1
prior term	10.88	1
initial one	10.88	0
dimension k.	10.88	0
characteristic function	10.88	1
diagonalization calculation	10.88	0
k dierent	10.88	0
independent function	10.88	1
= c1((1	10.88	0
nonhomogeneous case	10.88	0
small adjustment	10.88	0
homogeneous case	10.88	0
great temple	10.88	0
pure gold	10.88	0
immutable law	10.88	0
other needle	10.88	0
many disk	10.88	0
disk move	10.88	0
disk problem	10.88	0
same needle	10.88	0
move process	10.88	0
third needle	10.88	0
bottom disk	10.88	0
minimum suce	10.88	0
= t(n	10.88	0
original relation	10.88	0
root r1	10.88	0
r1 =	10.88	0
homogeneous relation	10.88	0
form c12n	10.88	0
homogeneous solution	10.88	0
nonhomogeneous relation	10.88	0
eye spot	10.88	0
complicated case	10.88	0
many month	10.88	0
rabbit pair	10.88	0
nal column	10.88	1
puter code	10.88	0
point number	10.88	1
extension number	10.88	1
helper funciton	10.88	0
output proc	10.88	0
same piece	10.88	0
recursive mean	10.88	0
original computation	10.88	0
helper function	10.88	1
output tower	10.88	0
line break	10.88	0
device trading	10.88	0
trading operiod	10.88	0
pendulum video	10.88	0
excellent demonstration	10.88	0
pure motion	10.88	0
motion state	10.88	0
coordinate system	10.88	0
positive s	10.88	0
small distance	10.88	0
constant k	10.88	0
masss motion	10.88	0
physical intuition	10.88	0
time t	10.88	0
cosine graph	10.88	1
sin t	10.88	0
general amplitude	10.88	0
phase shift	10.88	0
coupled pair	10.88	0
spring shorten	10.88	1
coupled oscillation	10.88	0
dramatic behavior	10.88	0
mode behavior	10.88	0
much rotation	10.88	0
bob twist	10.88	0
freedom case	10.88	0
same assumption	10.88	1
degree case	10.88	1
small displacement	10.88	0
system behavior	10.88	0
uncoupled motion	10.88	0
harmonic function	10.88	1
coupled motion	10.88	0
same principle	10.88	0
rotational oscillation	10.88	0
hand case	10.88	0
trivial solution	10.88	0
beat frequency	10.88	0
mode frequency	10.88	0
pendulum motion	10.88	0
soup can	10.88	0
background material	10.88	0
available online	10.88	0
major point	10.88	0
result chiey	10.88	0
p statement	10.88	0
everyday speech	10.88	0
speech people	10.88	0
exclusive way	10.88	0
casual speech	10.88	0
indirect way	10.88	0
contrapositive statement	10.88	0
square p	10.88	0
simple argument	10.88	0
number x	10.88	1
universal quantier	10.88	0
straightforward way	10.88	0
= p2n2	10.88	0
typical element	10.88	0
element proof	10.88	1
case p	10.88	0
correct one	10.88	0
existential quantier	10.88	0
existence proposition	10.88	0
subsection show	10.88	0
technical turn	10.88	0
many proof	10.88	1
such proof	10.88	1
intial number	10.88	1
routine verication	10.88	0
initial n	10.88	0
n number	10.88	1
initial number	10.88	1
step verie	10.88	0
separate paragraph	10.88	1
rst equality	10.88	0
single prime	10.88	0
contradiction assume	10.88	1
repeat collapse	10.88	0
few set	10.88	0
b show	10.88	0
same member	10.88	0
true property	10.88	0
outer rectangle	10.88	1
curly bracket	10.88	0
x d	10.88	0
c subject	10.88	0
fs domain	10.88	0
convenient superset	10.88	0
r r+	10.88	0
function associate	10.88	1
simple map	10.88	1
same role	10.88	0
middle equality	10.88	0
superscript notation	10.88	0
function inverse	10.88	1
f1 ts	10.88	0
large scheme	10.88	0
familiar exponent	10.88	0
fj =	10.88	0
codomain point	10.88	0
early illustrate	10.88	0
picture dene	10.88	0
input argument	10.88	0
mathematical thing	10.88	0
sign relation	10.88	0
overlapping part	10.88	0
natural scheme	10.88	0
everyday work	10.88	0
simple form	10.88	0
form fraction	10.88	0
elementary problem	10.88	0
ninth edition	10.88	0
external library	10.88	0
software implementation	10.88	0
solar system	10.88	0
nontransitive relation	10.88	0
record progression	10.88	0
adjoint matrix	10.88	1
adjugate matrix	10.88	1
antipodal point	10.88	0
t line	10.88	0
congruent plane	10.88	0
direct map	10.88	1
elementary row	10.88	1
structure preserving	10.88	0
elementary operation	10.88	0
historyless process	10.88	0
determinant expansion	10.88	1
cramer rule	10.88	0
linear extension	10.88	1
natural representative	10.88	0
opposite map	10.88	1
projective transformation	10.88	0
rescaling row	10.88	1
similar triangle	10.88	1
similarity transformation	10.88	0
sparse matrix	10.88	1
number scalar	10.88	1
static problem	10.88	0
permutation ex-	10.88	0
swapping row	10.88	1
size change	10.88	0
